domain,registrar,registered_at,expiring_at,emails,phones,ip,ip_country,status_code,page_type,final_url,server,server_fp,is_cloudflare,favicon_mmh3,body_simhash,parking_service,title,h1,meta_desc,body_text_500,lang,form_count,field_types,form_labels,captcha,screenshot,threat_hits,threat_sources,threat_types,ti_max_severity,category,severity,severity_label,brand,notes,groq_desc,ip_asn
betkolik-egiris.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,188.114.96.3,US,403,active_content,http://betkolik-egiris.icu,cloudflare,811e0897f489,True,,c2a390b1ac40d89c,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,"Just a moment…, likely a phishing site",AS13335
betsat1778.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,,,104.21.48.31,US,403,low_content,http://betsat1778.com,cloudflare,811e0897f489,True,,ecfeb9c4af594d85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,"Suspected phishing activity, possibly a generic phishing site.",AS13335
betsat1881.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-05,2027-06-05,,,104.21.1.156,US,403,low_content,http://betsat1881.com,cloudflare,811e0897f489,True,,bcb3b0c52d6c0c49,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,"Cloudflare block, possibly a generic phishing site.",AS13335
betsat2078.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-31,2027-05-31,,,172.67.201.144,US,403,low_content,http://betsat2078.com,cloudflare,811e0897f489,True,,beb3b0c56d6c0e49,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,"Cloudflare block, possibly a generic phishing site.",AS13335
betsmove11772.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-04,2027-04-04,,,104.21.5.15,US,403,low_content,https://betsmove11772.com,cloudflare,811e0897f489,True,,eefeb9c4af69cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,"Suspected phishing activity, possibly a generic phishing site.",AS13335
boacux.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,104.21.78.193,US,200,active_content,https://boacux.com,,24be2aa9d598,False,1466032169,e681bc85b467cbe3,,Boacux: Most Popular Online Crypto Casino Based on Blockchain,Boacux - Best Online Crypto Casino,"Boacux is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoBoacuxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Boacux!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register43026Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout BoacuxBoacux - Best Online Cryp",,,,,,screenshots/boacux.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598; fav:1466032169,Unknown website with suspicious content.,AS13335
boegux.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-04,2027-05-04,,,188.114.96.3,US,200,active_content,https://boegux.com,,24be2aa9d598,False,-198391480,e681bc85b467cbe3,,Boegux: Most Popular Online Crypto Casino Based on Blockchain,Boegux - Best Online Crypto Casino,"Boegux is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoBoeguxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Boegux!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register42382Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout BoeguxBoegux - Best Online Cryp",,,,,,screenshots/boegux.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598; fav:-198391480,Unknown website with suspicious content.,AS13335
casnoroyalguncelgirisin.icu,Fewmoretaps OU d/b/a Trustname.com,2026-06-07,2027-06-07,,,104.21.64.151,US,403,active_content,https://casnoroyalguncelgirisin.icu,cloudflare,811e0897f489,True,,83af98912c429894,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Suspicious generic domain with security verification message,AS13335
casomegavazamento.com,Fewmoretaps OU d/b/a Trustname.com,2026-01-13,2028-01-13,,,3.171.214.82,US,200,active_content,https://casomegavazamento.com,AmazonS3,73e9a918dec4,False,,db6292460142a3c5,,Caso Megavazamento de Dados 2021 | Você pode ter direito à indenização,,Mais de 220 milhões de brasileiros foram afetados pelo megavazamento de dados de 2021. Você não paga nada para se cadastrar na ação.,"Valorizamos sua privacidadeUtilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Utilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Ler maisexpand_moreValorizamos sua privacidadeUtilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Também gostaríamos do seu consentimento para coletar dados durante o uso deste site a fim de:estudar como as pessoas utilizam nosso site e outros serviços, para que possamos melhorá",pt-BR,1,"text:display_name, text:last_name, email:email, tel:phone, select-one:dob_day, select-one:dob_month, select-one:dob_year, checkbox:aceitaTermos",,,screenshots/casomegavazamento.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:73e9a918dec4,Suspicious generic domain with news article title,
casosantoamaro.com,Fewmoretaps OU d/b/a Trustname.com,2026-01-15,2028-01-15,,,,,200,active_content,https://casosantoamaro.com,AmazonS3,73e9a918dec4,False,,df4a124e9742a367,,Caso Santo Amaro Internacional | Fique informado,JUNTOS POR REPARAÇÃO.,A ação busca indenização justa para as pessoas expostas à contaminação de chumbo em Santo Amaro. Saiba mais.,"Valorizamos sua privacidadeUtilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Utilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Ler maisexpand_moreValorizamos sua privacidadePrecisamos coletar alguns dados enquanto você utiliza este site. Fazemos isso para que o site funcione, para mantê-lo seguro e para cumprir regulamentos aplicáveis.Também gostaríamos do seu consentimento para coletar dados durante o uso deste site a fim de:estuda",en,,,,,screenshots/casosantoamaro.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:73e9a918dec4,Suspicious generic domain with news article title,
casovazamentodeoleo.com,Fewmoretaps OU d/b/a Trustname.com,2026-01-15,2028-01-15,,,,,200,active_content,https://casovazamentodeoleo.com,AmazonS3,73e9a918dec4,False,,df4a124e9742a367,,Caso Vazamento de Óleo | Justiça para Pescadores,,Saiba como buscar reparação nas cortes inglesas pelos danos causados pelo vazamento de óleo de 2019. A CNPA traz informações atualizadas sobre o processo e como participar da ação.,"Valorizamos sua privacidadeUtilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Utilizamos cookies para assegurar a melhor experiência de navegação em nosso site.Ler maisexpand_moreValorizamos sua privacidadePrecisamos coletar alguns dados enquanto você utiliza este site. Fazemos isso para que o site funcione, para mantê-lo seguro e para cumprir regulamentos aplicáveis.Também gostaríamos do seu consentimento para coletar dados durante o uso deste site a fim de:estuda",en,1,"text:Digite seu nome completo, email:Digite seu e-mail, tel:+55 (99) 99999-9999, checkbox:",,,screenshots/casovazamentodeoleo.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:73e9a918dec4,Suspicious generic domain with news article title,
catpro22.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-17,2027-05-17,,,104.21.55.77,US,200,empty,https://catpro22.com,cloudflare,811e0897f489,True,,88038c3602820100,,,,,All OK.,,,,,,screenshots/catpro22.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Suspicious domain with unclear intentions.,AS13335
celinedion-billets.com,Fewmoretaps OU d/b/a Trustname.com,2026-04-10,2027-04-10,,,23.227.38.65,CA,200,active_with_forms,https://celinedion-billets.com/,cloudflare,811e0897f489,True,,d017fd19816a80e2,,CELINE DION,,,"Ignorer et passer au contenu EN FR Paris La Défense Arena Réserver vos billets Voir les billets Billetterie officielle 2026 Accès sécurisé 0% Rechercher Rechercher Effacer Produits CÉLINE DION PARIS 2026 CÉLINE DION PARIS 2026 €49,99 Prix régulier Prix promotionnel €49,99 Tout afficher",fr,1,search:q,,,screenshots/celinedion-billets.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Celine Dion,srv_fp:811e0897f489,Suspicious domain impersonating Celine Dion.,
checkout-terminal.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-25,2026-07-25,,,92.113.16.42,UA,403,active_content,http://checkout-terminal.com,hcdn,6a5775a063a2,False,,b7a47802a7019ca7,,Checking your browser before accessing. Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:6a5775a063a2,Potential phishing website.,
cialisgt.com,Fewmoretaps OU d/b/a Trustname.com,2025-07-29,2026-07-29,,,172.67.160.41,US,403,redirect_external,https://buyedtabs.com/?promo=pop&campaign=cialisgtcom,cloudflare,811e0897f489,True,,c3a790b52c40d8d5,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Potential phishing website.,AS13335
cialisisa.com,Fewmoretaps OU d/b/a Trustname.com,2025-11-01,2026-11-01,,,104.21.14.189,US,403,redirect_external,https://buyedtabs.com/?promo=pop&campaign=cialisisacom,cloudflare,811e0897f489,True,,c2af9491ac40dad4,,Just a moment...,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Potential phishing website.,AS13335
denemebonusubayram2026.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,https://denemebonusubayram2026.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusuburda.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,http://denemebonusuburda.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusudunyasi.net,Fewmoretaps OU d/b/a Trustname.com,2026-05-27,2027-05-27,,,131.222.213.13,US,200,empty,https://denemebonusudunyasi.net,LiteSpeed,4492f7f3e69c,False,,c75080e1dd05fbc0,,Index of /,Index of /,,Index of / NameLast ModifiedSize tr.denemebonusudunyasi.net2026-05-27 17:03- Proudly Served by LiteSpeed Web Server at denemebonusudunyasi.net Port 443,,,,,,screenshots/denemebonusudunyasi.net.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusuisteyen.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,https://denemebonusuisteyen.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusukaptan.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-30,2027-05-30,,,131.222.213.13,US,200,empty,https://denemebonusukaptan.com,LiteSpeed,4492f7f3e69c,False,,def884e9dd25b9c0,,Index of /,Index of /,,Index of / NameLast ModifiedSize tr.denemebonusukaptan.com2026-05-31 11:59- Proudly Served by LiteSpeed Web Server at denemebonusukaptan.com Port 443,,,,,,screenshots/denemebonusukaptan.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusumaraz.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-21,2027-05-21,,,131.222.213.13,US,200,active_with_forms,https://denemebonusumaraz.com,LiteSpeed,4492f7f3e69c,False,,87431810ad1393fe,,DDoS Koruma Doğrulaması,Robot olmadığını doğruluyoruz,,"Security check DDoS Shield • Live Robot olmadığını doğruluyoruz Devam etmek için doğrulamayı tamamla. Bu işlem, bot trafiğine karşı DDoS koruma katmanını etkin tutar. Traffic inspection HTTP flood / bot heuristics / reputation Step 01 Rate-limit window initialized OK Step 02 Client fingerprint hashed OK Step 03 ASN / Geo / Reputation check SCAN Step 04 Challenge required for continuation READY Not: Bu sayfa otomatik doğrulama yapar; başarılı olunca devam edilir. Doğrulama Lütfen aşağıdaki kontro",tr,1,textarea:g-recaptcha-response,,,screenshots/denemebonusumaraz.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusumvip2026.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,http://denemebonusumvip2026.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusunual.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,http://denemebonusunual.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
denemebonusunuzvar.icu,Fewmoretaps OU d/b/a Trustname.com,2026-05-24,2027-05-24,,,131.222.213.13,US,403,empty,https://denemebonusunuzvar.icu,LiteSpeed,4492f7f3e69c,False,,f3bc8ec13c3d1b8d,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:4492f7f3e69c,Possible phishing attempt with generic content,
dy.ing,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,,,200,low_content,https://dy.ing,,24be2aa9d598,False,,8bfdaacd42fb4d6c,,dy.ing :: home,dy.ing,"Privacy-focused, zero-knowledge platform.","skip to content dy.ing v1.alpha └─ privacy tools that cannot betray you. dy.ing — interactive :: type ""help"" to begin $ terminal command services [01] temp note encrypted in browser. key lives in URL fragment. no auth [02] transfer same crypto, bigger blobs. self-hosted CDN. no auth [03] storage encrypted account file storage. folders + shares. login req [04] masks free disposable email aliases. sealed inbox, read-only. login req [05] email full mailbox at your own name. send + receive. soon sys",en,1,text:,,,screenshots/dy.ing.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:24be2aa9d598,Generic phishing domain,
ech.ist,Fewmoretaps OU d/b/a Trustname.com,2026-02-12,2027-02-12,,,45.59.170.51,US,200,active_content,https://ech.ist,nginx,d8c33640a2fc,False,,7ba2b844864e9c86,,ЭЧ,,,"ЭЧ - это имиджборд, где возможно свободное общение и культурная дискуссия на различные темы. Ведите себя адекватно и соблюдайте правила и культуру общения. На данный момент открыто 8 досок. Скорость постинга на имиджборде 45 п/ч, за всё время существования было оставлено 295353 постов. Мобильные приложенияПолучить пасскодНачать общение Доски Трекер Доска Название Постов /mad/ Mad162226/b/ Бред51518/d/ Дискуссии о борде2634/chad/ Чятики и дневники1549/pol/ Политика1290/nsfw/ NSFW3619/ab/ Сверхъес",ru,,,,,screenshots/ech.ist.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,Generic phishing domain,
eczahane.net,Fewmoretaps OU d/b/a Trustname.com,2024-01-02,2027-01-02,,,172.67.177.193,US,403,low_content,http://eczahane.net,cloudflare,811e0897f489,True,,bcb3b4c52d6d0e41,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Generic phishing domain,AS13335
eczanburada.com,Fewmoretaps OU d/b/a Trustname.com,2023-11-29,2026-11-29,,,188.114.96.3,US,403,active_content,https://eczanburada.com,cloudflare,811e0897f489,True,,aeb7fcc5ad7dc981,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Generic phishing domain,AS13335
eczanedenbul.com,Fewmoretaps OU d/b/a Trustname.com,2021-05-28,2027-05-28,,,104.21.40.52,US,403,active_content,https://eczanedenbul.com,cloudflare,811e0897f489,True,,aeb7bcc4af7dc981,,Attention Required! | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Generic phishing domain,AS13335
eczanedensize.com,Fewmoretaps OU d/b/a Trustname.com,2021-03-19,2027-03-19,,,188.114.96.3,US,403,active_content,https://eczanedensize.com,cloudflare,811e0897f489,True,,aea5bcc4bf64cd81,,Access denied | eczanedensize.com used Cloudflare to restrict access | eczanedensize.com | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Generic phishing domain,AS13335
guakox.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-18,2027-05-18,,,172.67.208.108,US,200,active_content,https://guakox.com,,24be2aa9d598,False,,e681bc85b467cbe3,,Guakox: Most Popular Online Crypto Casino Based on Blockchain,Guakox - Best Online Crypto Casino,"Guakox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoGuakoxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Guakox!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register40894Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout GuakoxGuakox - Best Online Cryp",,,,,,screenshots/guakox.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598,Unknown website with suspicious content.,AS13335
heodox.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-04,2027-06-04,,,188.114.96.3,US,200,active_content,https://heodox.com,,24be2aa9d598,False,,e681bc85b467cbe3,,Heodox: Most Popular Online Crypto Casino Based on Blockchain,Heodox - Best Online Crypto Casino,"Heodox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoHeodoxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Heodox!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register43204Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout HeodoxHeodox - Best Online Cryp",,,,,,screenshots/heodox.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598,Suspicious website with unclear intentions,AS13335
heodux.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-30,2027-05-30,,,172.67.216.3,US,200,active_content,https://heodux.com,,24be2aa9d598,False,,e681bc85b467cbe3,,Heodux: Most Popular Online Crypto Casino Based on Blockchain,Heodux - Best Online Crypto Casino,"Heodux is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoHeoduxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Heodux!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register43134Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout HeoduxHeodux - Best Online Cryp",,,,,,screenshots/heodux.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598,Suspicious website with unclear intentions,AS13335
jelpit-administracionresidencial.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-22,2027-05-22,info@jelpit-administracionresidencial.com,,31.76.93.0,GB,200,active_content,https://jelpit-administracionresidencial.com,nginx,d8c33640a2fc,False,,38fc9092acb80059,,Jelpit Administracion Residencia,,,Gestión clara y ordenada para tu conjunto residencial Facilitamos la operación diaria de los conjuntos residenciales con herramientas digitales sencillas. Nuestro enfoque se centra en la transparencia y la comodidad para administradores y propietarios. Ofrecemos un ecosistema donde Jelpit conjuntos y Jelpit pagos se integran para mejorar la convivencia. Ver más Ventajas Centralización de información Toda la data del conjunto en un solo lugar. Desde actas de asambleas hasta historial de pagos. Es,,,,,,screenshots/jelpit-administracionresidencial.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Unknown purpose, possibly a phishing website.",
kaecex.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,104.21.79.129,US,200,active_content,https://kaecex.com,,24be2aa9d598,False,2000631416,e681bc85b467cbe3,,Kaecex: Most Popular Online Crypto Casino Based on Blockchain,Kaecex - Best Online Crypto Casino,"Kaecex is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoKaecexTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Kaecex!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register44314Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout KaecexKaecex - Best Online Cryp",,,,,,screenshots/kaecex.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598; fav:2000631416,Potential phishing domain with unclear intentions,AS13335
koazox.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-12,2027-05-12,,,188.114.97.3,US,200,active_content,https://koazox.com,,24be2aa9d598,False,559503304,e681bc85b467cbe3,,Koazox: Most Popular Online Crypto Casino Based on Blockchain,Koazox - Best Online Crypto Casino,"Koazox is a blockchain-based crypto casino with transparent smart contracts, secure bets, and has been in service since 2017.","The Leading Blockchain CasinoKoazoxTake YourFree RewardAbout UsFAQVIP-ClubLog InRegisterWelcome to Koazox!Register at the world's #1 crypto casino right now and receive an exclusive bonus from us and our partners!Register39232Total Players Online51M+Total Registered Players$32.5B+Total Paid to PlayersOriginal GamesDiscover exciting gaming adventures and enjoy thrilling online gamesLicensed SlotsPlay licensed slots, get unforgettable experiences and big prizesAbout KoazoxKoazox - Best Online Cryp",,,,,,screenshots/koazox.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,Casino,srv_fp:24be2aa9d598; fav:559503304,Potential phishing domain with unclear intentions,AS13335
matadoresmi2026.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,,,403,empty,https://matadoresmi2026.com/,nginx,d8c33640a2fc,False,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Potential phishing attempt, but no clear indication of what it's trying to phish for.",
matadoresmic2026.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,,,403,empty,https://matadoresmic2026.com/,nginx,d8c33640a2fc,False,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Potential phishing attempt, but no clear indication of what it's trying to phish for.",
matadorgunceli.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-10,2027-05-10,,,,,403,empty,https://matadorgunceli.org/,nginx,d8c33640a2fc,False,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Potential phishing attempt, but no clear indication of what it's trying to phish for.",
matadormobilim.com,Fewmoretaps OU d/b/a Trustname.com,2026-05-02,2027-05-02,,,212.224.125.150,DE,403,empty,https://matadormobilim.com/,nginx,d8c33640a2fc,False,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Potential phishing attempt, but no clear indication of what it's trying to phish for.",
mattador2026.org,Fewmoretaps OU d/b/a Trustname.com,2026-05-10,2027-05-10,,,,,403,empty,https://mattador2026.org,nginx,d8c33640a2fc,False,,9b071aeb20494bbf,,403 Forbidden,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,"Potential phishing attempt, but no clear indication of what it's trying to phish for.",
nbaparisgame.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-08,2027-06-08,,,,,200,active_with_forms,https://nbaparisgame.com,cloudflare,811e0897f489,True,,d2127d98815300f6,,NBA PARIS,NBA PARIS,,"Ignorer et passer au contenu NBA PARIS Jeudi 21 Janvier 2027 Accor Arena, Paris 225Jours 05Heures 40Min 03Sec Derniers billets Acheter maintenant Billets officiels Paiement sécurisé Confirmation immédiate Informations Dernière mise à jour : juin 2026 NBA Paris Game 2027 Le NBA Paris Game revient à l'Accor Arena pour une soirée de basket au plus haut niveau, avec deux franchises NBA qui s'affrontent sur le parquet parisien. Date : Jeudi 14 Janvier 2027 Lieu : Accor Arena, 8 Boulevard de Bercy, 75",fr,2,"email:contact[email], search:q",,,screenshots/nbaparisgame.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Unavailable store with error message,
pwtechfz.com,Fewmoretaps OU d/b/a Trustname.com,2025-06-20,2026-06-20,,,142.93.51.193,US,200,active_content,https://pwtechfz.com,nginx,d8c33640a2fc,False,,b52cd7a51e83dde2,,PW tech dev – PW tech dev,,,free consulation free consulation You dream. We realize. free consulation Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support Ui/Ux design Custom app dev Shopify support You dream. We realize. free consulation SERVICES Welcome to the world weir,en-US,1,"text:form_fields[name], email:form_fields[email], textarea:form_fields[message]",,,screenshots/pwtechfz.com.png,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:d8c33640a2fc,Suspected phishing website,
pxchallengers.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-02,2027-06-02,,,172.67.194.52,US,403,low_content,https://pxchallengers.com,cloudflare,811e0897f489,True,,ecfeb9c4af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Suspected phishing website,AS13335
qschallengers.com,Fewmoretaps OU d/b/a Trustname.com,2026-06-02,2027-06-02,,,188.114.97.3,US,403,low_content,https://qschallengers.com,cloudflare,811e0897f489,True,,eefeb9c4af49cd85,,Suspected Phishing | Cloudflare,,,,,,,,,,0,,,0,PHISHING_GENERIC,2,MEDIUM,,srv_fp:811e0897f489,Suspected phishing website,AS13335
